#"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
52.000000000066265	-2526.248598983021	11503.357944985386	8977.109346002366	298.88441368391574	33.29956298707999	0.7879712587479132	318
53.00000000007104	-2449.254895088966	11406.808185889386	8957.55329080042	296.3758228640229	33.05720804366471	0.7937481752247816	318
54.000000000075815	-2641.4667743371565	11287.362774458015	8645.896000120858	293.2723489102751	33.05416705672283	0.7938212001426945	318
55.00000000008059	-3036.513013359656	11468.531194777228	8432.018181417572	297.9795324426066	32.71909321658148	0.8019506649832003	318
56.000000000085365	-2767.0618344811774	11413.917666612193	8646.855832131016	296.5605439678602	32.7418884027502	0.8013923399873554	318
57.00000000009014	-3181.9802268542453	11507.178945353255	8325.19871849901	298.98369229978584	32.733585410178456	0.8015956160587844	318
58.000000000094914	-2856.694056332863	11457.476072607562	8600.7820162747	297.69229425322857	32.90043703550181	0.7975303955497935	318
59.00000000009969	-3267.0284219211335	11407.164679522626	8140.136257601493	296.385085410756	32.368178718136896	0.8106448864848318	318
60.000000000104464	-2785.26230703919	11343.897544460371	8558.635237421182	294.7412557864865	33.07677897672101	0.7932785287573364	318
61.00000000010924	-2845.3871347173585	11237.939688770915	8392.552554053556	291.9882203924385	33.2293397288118	0.7896364711674961	318
62.000000000114014	-2526.531339675251	11182.244251482189	8655.712911806939	290.54112136287495	33.319877040632804	0.7874908581051147	318
63.00000000011879	-2839.268275150652	11296.424723014701	8457.15644786405	293.5077997407328	33.21393976435389	0.7900025937556904	318
64.00000000012356	-2916.793922861833	11510.120642268099	8593.326719406266	299.06012453477615	32.472760416363734	0.8080341254099969	318
65.00000000012834	-2726.159115097168	11415.179289854132	8689.020174756963	296.59332392000636	33.2528284072697	0.7890786985490974	318
66.00000000013311	-2592.8848147845465	11465.575611433946	8872.6907966494	297.90273940540163	32.846168606262395	0.7988480750135993	317
67.00000000013789	-2868.430526785408	11522.642210450955	8654.211683665548	299.3854644557483	33.38399910332057	0.7859782910213097	317
68.00000000014266	-2636.1062810307753	11372.740399417002	8736.634118386226	295.49066129346204	33.41519059665729	0.7852446176174042	317
69.00000000014744	-2659.162395245362	11426.660186840221	8767.497791594858	296.8916247449189	33.28654778003863	0.788279359460039	317
70.00000000015221	-2541.963743884811	11551.244405142032	9009.28066125722	300.1286170405153	32.79386816940214	0.8001220968243953	317
71.00000000015699	-2789.32485831382	11742.125825316645	8952.800967002826	305.0881672540173	34.32076969474008	0.7645253529004093	318
72.00000000016176	-2854.711929011436	11428.754626166075	8574.04269715464	296.9460432262787	33.06992944722428	0.7934428346622072	318
73.00000000016654	-2610.3609580029506	11640.294612703845	9029.933654700893	302.44235179543057	32.81216755813955	0.7996758676851213	318
74.00000000017131	-2750.7192473499736	11411.27960953489	8660.560362184915	296.49200101313465	33.263045068277464	0.7888363350025558	317
75.00000000017609	-2636.4472859931	11630.305635269731	8993.85834927663	302.18281456482583	33.4276915619386	0.7849509594183633	317
76.00000000018086	-2773.616377059232	11659.196819985053	8885.58044292582	302.933475793101	32.879634337731765	0.7980349870428323	318
77.00000000018564	-2931.0562328359715	11609.924513261765	8678.868280425793	301.6532648689279	33.60248445313587	0.7808678134880033	318
78.00000000019041	-2697.146229732765	11322.792018184438	8625.645788451673	294.19288435645353	34.17829829516262	0.7677122581143413	318
79.00000000019519	-2963.2659589251325	11662.522566054016	8699.256607128884	303.01988653235105	33.12987650169658	0.7920071347486349	318
80.00000000019996	-2820.709162859316	11623.017520091496	8802.308357232181	301.99345211585	32.7807247068792	0.8004429065345963	318
81.00000000020474	-2580.355168311247	11440.080171448179	8859.725003136931	297.2403076469358	33.53318222985587	0.7824816142657397	318
82.00000000020951	-2534.1713930943088	11525.381370678544	8991.209977584236	299.45663430915323	33.719956320334454	0.778147465952132	317
83.00000000021429	-2979.9679775690815	11354.790744108148	8374.822766539066	295.02428684623777	32.98544662179427	0.7954750124664991	318
84.00000000021906	-2697.931066246344	11291.986649184488	8594.055582938145	293.39248809860425	33.31503493449805	0.7876053143655565	318
85.00000000022384	-3097.192340512922	11682.908947298303	8585.716606785381	303.5495728756324	33.46820500146119	0.7840007721220561	318
86.00000000022861	-2843.517159796213	11653.740521823987	8810.223362027775	302.7917082775152	32.94340556661742	0.7964901658277167	318
87.00000000023338	-3003.145624783755	11469.421723962761	8466.276099179006	298.0026704945354	32.74407588817013	0.8013388025454878	318
88.00000000023816	-2838.878246889048	11356.612333821133	8517.734086932085	295.0716160501052	32.36784340821085	0.8106532842416273	318
89.00000000024293	-2642.4375045058578	11351.383457764052	8708.945953258193	294.935757498018	32.748355148155646	0.8012340908108967	318
90.00000000024771	-2485.3708876156647	11420.67219224223	8935.301304626564	296.7360424998803	33.34005696111469	0.7870142091625136	318
91.00000000025248	-2296.1850271082567	11577.033897403628	9280.848870295371	300.7986889717441	33.91071143532467	0.7737702174939229	318
92.00000000025726	-2710.984490111175	11470.936850698665	8759.95236058749	298.0420370663037	33.56966250629351	0.781631288600701	318
93.00000000026203	-2957.2747270023483	11539.416263333522	8582.141536331173	299.82129397482316	32.70096363964944	0.8023952704216433	318
94.00000000026681	-2588.014345109299	11475.11544413399	8887.10109902469	298.15060679480496	33.13748725401181	0.7918252329016945	318
95.00000000027158	-3004.2394210655866	11482.37607096741	8478.136649901822	298.339255031647	33.40963994163771	0.7853750776279279	318
96.00000000027636	-2775.812627354068	11193.483802689705	8417.671175335638	290.83315145433124	33.32763674407374	0.787307505905009	318
97.00000000028113	-2626.147689532644	11609.881455379538	8983.733765846893	301.65214612343243	33.872709002543786	0.7746383249333355	318
98.00000000028591	-2941.1805083972386	11557.363207565155	8616.182699167915	300.28759798185683	33.22970186381154	0.7896278657636784	318
99.00000000029068	-2549.619071539426	11415.480210583191	8865.861139043765	296.6011425514095	33.39548384324355	0.7857079923096678	318
100.00000000029546	-2859.892788411962	11446.838266704232	8586.94547829227	297.41589892627223	33.1542865548402	0.7914240144870253	318
101.00000000030023	-2747.333750941387	11581.976442139596	8834.642691198209	300.92710795971107	33.37585183237276	0.786170153632883	318
102.00000000030501	-2814.0817306264944	11656.974273382686	8842.892542756192	302.8757287820708	33.696693615071226	0.7786846645081256	318
103.00000000030978	-2941.4864782550185	11444.326934497338	8502.84045624232	297.3506485830409	32.98913927238422	0.7953859706988486	318
104.00000000031456	-3081.480399785681	11742.718460018747	8661.238060233065	305.1035653035532	33.64689397757751	0.7798371695221176	318
105.00000000031933	-2958.6013179027855	11601.129918491468	8642.528600588683	301.4247605214079	33.26826017343073	0.7887126776662746	318
106.0000000003241	-2886.422057606783	11498.474311173894	8612.052253567112	298.75752534093135	32.841331318896614	0.7989657394792363	318
107.00000000032888	-2647.1420054658797	11504.764668651856	8857.622663185977	298.9209636878606	32.409060198774704	0.8096223217135083	318
108.00000000033366	-2568.352926755203	11424.578631416894	8856.22570466169	296.83754101778226	32.87166091400647	0.7982285601974091	318
109.00000000033843	-2997.1017835798107	11589.067170612514	8591.965387032704	301.111341835798	33.31808209899857	0.7875332825196889	318
110.0000000003432	-3004.4165309983505	11488.99206124153	8484.575530243179	298.5111540878596	32.50865312504236	0.8071419772993331	318
111.00000000034798	-2778.0034375160076	11337.574626842514	8559.571189326507	294.5769714502063	32.58713672836158	0.805198038152525	318
112.00000000035276	-2717.4162731600313	11323.946545505896	8606.530272345864	294.2228817035939	33.55308311660913	0.7820175115203111	318
113.00000000035753	-2634.5203603360455	11247.009504619986	8612.48914428394	292.2238756337371	33.25452356868007	0.7890384749760019	318
114.0000000003623	-2814.1003326332693	11348.43308608979	8534.332753456521	294.8590998722857	32.25706211939652	0.8134373324378782	318
115.00000000036708	-2863.9595290322063	11572.918938165414	8708.959409133207	300.69177261000624	32.77682837711912	0.8005380588013773	318
116.00000000037186	-2690.880524271816	11455.333143174648	8764.452618902833	297.6366158843397	32.79383614333444	0.8001228782140544	318
117.00000000037663	-2674.421919409658	11387.623129200656	8713.201209790997	295.8773497705725	33.803773344331695	0.7762180362354334	318
118.0000000003814	-2743.2707208715474	11361.468897164566	8618.198176293019	295.19780103838104	33.3542293420608	0.7866798028397693	318
119.00000000038618	-2885.2352967894853	11610.861396264285	8725.626099474799	301.6776073025232	33.27651073848504	0.7885171245535285	318
120.00000000039095	-2780.5468468022405	11267.706515733153	8487.159668930912	292.76163287481	33.01228887011699	0.7948282127882593	318
121.00000000039573	-2643.4505274402636	11308.019937870093	8664.569410429829	293.8090708139418	32.791231090448115	0.8001864428422794	318
122.0000000004005	-3039.4188063983256	11591.392784251366	8551.97397785304	301.17176677191037	33.40413064832851	0.7855046083648878	318
123.00000000040528	-2850.6549304674777	11111.75460005016	8261.099669582683	288.70963370163696	32.888603887786786	0.7978173428160855	318
124.00000000041005	-2945.5272386435386	11403.094887450337	8457.567648806798	296.27934259868675	32.778125661790504	0.8005063753011289	318
125.00000000041483	-2673.5070033075613	11425.977438602597	8752.470435295036	296.8738853328557	33.39777526698792	0.7856540848282464	318
126.0000000004196	-2884.884234813871	11570.580641715787	8685.696406901916	300.6310181445094	33.00349911767838	0.7950398977128403	318
127.00000000042438	-3077.749175908107	11296.204182575457	8218.45500666735	293.5020695791407	32.843753125388865	0.7989068259802957	318
128.00000000042914	-2743.2349916598537	11791.578157953918	9048.343166294064	306.37305567670927	33.29910044898966	0.7879822039901669	318
129.0000000004055	-2737.6884986676646	11785.525159617886	9047.83666095022	306.21578448099865	33.293633822627086	0.7881115862111804	318
130.00000000038185	-2522.2813901719337	11279.072871771641	8756.791481599706	293.0569576553248	32.78277088322903	0.8003929459211212	318
131.0000000003582	-2542.6649742847617	11582.294609338045	9039.629635053283	300.9353746951301	33.06016666980939	0.7936771409760143	318
132.00000000033455	-2772.4148291436118	11520.10979939811	8747.694970254497	299.3196664343048	33.162100120368585	0.7912375412728594	318
133.0000000003109	-2723.372591290714	11782.073446368799	9058.700855078085	306.126100816838	33.09263817767548	0.7928983607111115	318
134.00000000028726	-2694.407247936935	11592.229949079454	8897.822701142519	301.1935182917706	32.725913107867555	0.8017835430962126	318
135.0000000002636	-3005.6503606023243	11655.247498434503	8649.597137832177	302.83086308977295	32.8732929013137	0.7981889323182545	318
136.00000000023996	-2942.9424474891284	11541.61377300229	8598.671325513162	299.878390467174	32.979127190806395	0.7956274406801014	318
137.00000000021632	-2920.0388673335733	11328.57510927599	8408.536241942416	294.34314272435313	33.21145992839908	0.7900615817327504	318
138.00000000019267	-2972.704984630835	11422.120074974373	8449.415090343538	296.773661913581	33.42334097056089	0.7850531335510743	318
139.00000000016902	-2745.019555880937	11353.275421760976	8608.255865880039	294.9849151920267	33.02738868114914	0.7944648248155682	318
140.00000000014538	-2761.849046058479	11398.354728475213	8636.505682416733	296.15618207088056	33.662533062799696	0.7794748693966093	318
141.00000000012173	-2699.6617980332426	11360.193523269147	8660.531725235904	295.1646638117744	33.44007366968451	0.7846603097191199	318
142.00000000009808	-2559.4597698148054	11584.010321889073	9024.550552074266	300.9799529602173	33.36417007649528	0.7864454144228816	318
143.00000000007444	-2581.5447378921085	11656.442980598193	9074.898242706084	302.8619245404618	33.61373144998571	0.7806065387809241	318
144.0000000000508	-2645.658717756228	11207.453136067837	8561.794418311609	291.1961077351187	33.61502981237841	0.7805763882744658	318
145.00000000002714	-3065.311063098044	11433.400401304476	8368.089338206431	297.0667514390448	33.71492304310688	0.7782636350418571	318
146.0000000000035	-2924.8550175950627	11451.521312212572	8526.66629461751	297.53757551129286	33.4570641108041	0.7842618370752857	318
146.99999999997985	-2927.6281838278237	11263.654800970107	8336.026617142285	292.6563597539388	33.4763627633031	0.7838097211519115	318
147.9999999999562	-2701.0755764206456	11406.534894640557	8705.459318219911	296.368722111785	33.05194907273534	0.7938744703055818	318
148.99999999993256	-2595.1775461496213	11482.882666709833	8887.705120560211	298.3524175857615	32.92409463128114	0.7969573303848755	318
149.9999999999089	-2753.4466919631122	11313.240942861885	8559.794250898773	293.94472485715903	32.53253485832026	0.8065494643118513	318
150.99999999988526	-2695.901579380048	11689.745059092995	8993.843479712947	303.72719120894044	33.09213468285168	0.7929104246116198	318
151.99999999986161	-2581.2297790524235	11695.987113002688	9114.757333950263	303.8893745150589	33.109091243830484	0.7925043417666803	318
152.99999999983797	-2424.992019010266	11530.878871935885	9105.88685292562	299.59947237851395	33.1472212924263	0.7915927048968089	318
153.99999999981432	-2680.0532188897027	11487.912180284038	8807.858961394335	298.48309622959147	33.1293200495956	0.792020437588339	318
154.99999999979067	-2706.7643881163854	11543.405444909353	8836.641056792967	299.924942335769	32.961961495371284	0.7960417818693674	318
155.99999999976703	-3029.121479547141	11594.55930688046	8565.437827333319	301.2540405100606	32.93377468335023	0.796723084886777	318
156.99999999974338	-2743.7858233078355	11430.76158028096	8686.975756973125	296.998188635192	34.401547191917246	0.7627301881599614	318
157.99999999971973	-2659.184519532058	11367.569756112993	8708.385236580934	295.3563157658623	33.81471615076364	0.7759668437167194	318
158.9999999996961	-2431.854101456291	11429.505466178525	8997.651364722235	296.96555182350437	33.03146680138231	0.7943667388572274	318
159.99999999967244	-2708.440647006625	11416.058635168243	8707.617988161619	296.6161713885361	32.83310612789541	0.7991658925133426	318
160.9999999996488	-2987.8573102962146	11457.344183193985	8469.48687289777	297.68886745470274	33.88156902668008	0.7744357571522978	318
161.99999999962515	-2741.1263831984493	11321.697813395876	8580.571430197428	294.16445433121714	32.773573605488465	0.8006175609208106	318
162.9999999996015	-2757.554956478469	11450.334592531435	8692.779636052966	297.50674173060025	33.14581269496828	0.7916263452085481	318
163.99999999957785	-2416.3578172970956	11437.92385982722	9021.566042530125	297.1842815771888	33.6215171618968	0.7804257742545169	318
164.9999999995542	-3082.629588439135	11558.575778834987	8475.946190395853	300.3191034478927	33.22508287748318	0.7897376406686772	318
165.99999999953056	-2514.845008747937	11452.864926962182	8938.019918214246	297.57248579649604	33.37525711259075	0.7861841625419623	318
166.9999999995069	-2891.2471999005893	11370.88535928214	8479.63815938155	295.4424629686146	32.9548309419142	0.7962140242483283	318
167.99999999948326	-2771.9845507593545	11626.814556570724	8854.83000581137	302.0921080932835	32.8264656614505	0.7993275557989331	318
168.99999999945962	-3242.4296593078234	11634.62986299838	8392.200203690556	302.2951682162981	32.34327599603539	0.8112690429349582	318
169.99999999943597	-2929.2815087414733	11388.842150228098	8459.560641486625	295.9090228165473	32.65565595983315	0.8035085436642045	318
170.99999999941232	-2815.470261362138	11538.635720556602	8723.165459194464	299.80101362961	32.955974728309	0.796186390449729	318
171.99999999938868	-3142.4400579967833	11352.46550624445	8210.025448247667	294.9638716736516	32.75877239115419	0.8009792995103243	318
172.99999999936503	-2831.866320428228	11417.158453600481	8585.292133172254	296.64474726949624	33.690129935129725	0.7788363717565995	318
173.99999999934138	-2757.1690313578847	11241.319874779321	8484.150843421437	292.0760456099182	33.33631086409009	0.7871026482102319	318
174.99999999931774	-2849.978396250742	11487.800377896987	8637.821981646244	298.48019133946616	33.08666297817815	0.7930415521199726	318
175.9999999992941	-2662.7438522555494	11368.409745126031	8705.665892870482	295.3781406647191	33.55975217626983	0.7818621074692725	318
176.99999999927044	-2695.4743794023166	11562.229066161439	8866.754686759123	300.4140244827598	33.794205913960695	0.7764377902380367	318
177.9999999992468	-2910.7289402273345	11540.529783826321	8629.800843598987	299.850225867685	32.73723943588839	0.801506144526043	318
178.99999999922315	-2978.083452216682	11746.98996778205	8768.906515565368	305.214549165786	33.08435618841749	0.7930968465353087	318
179.9999999991995	-2906.3013561425014	11433.941607107408	8527.640250964907	297.0808132442903	32.65024329041382	0.803641747147063	318
180.99999999917586	-2828.07963177239	11393.890367365442	8565.810735593052	296.0401874231309	32.968792452813986	0.7958768462702748	318
181.9999999991522	-2818.4661776513894	11820.387272546068	9001.921094894678	307.12158452931106	32.9675790984433	0.7959061380980752	318
182.99999999912856	-2897.191681486964	11597.66498379223	8700.473302305267	301.3347333327394	33.1111573497979	0.7924548902198065	318
183.99999999910492	-2902.194413980956	11430.261009950656	8528.0665959697	296.9851826355182	32.89266002936592	0.7977189603777585	318
184.99999999908127	-2684.5151533338703	11313.769820125774	8629.254666791903	293.9584663378366	33.091644863431846	0.7929221611972674	318
185.99999999905762	-2885.0090740144674	11345.378139382228	8460.36906536776	294.77972514015164	33.38373493454961	0.7859845105446658	318
186.99999999903397	-2891.9478104635573	11375.185100860428	8483.237290396872	295.55418041205724	33.40311194620597	0.7855285640733588	318
187.99999999901033	-2945.5775431616325	11501.937938503921	8556.360395342288	298.8475185610594	33.33489921968024	0.7871359799160218	318
188.99999999898668	-2813.6695896140636	11207.473045952618	8393.803456338555	291.1966250409582	33.15362575751285	0.791439788655359	318
189.99999999896303	-2933.8735695638165	11479.288594249636	8545.415024685819	298.25903509300235	33.109927645670915	0.7924843220282773	318
190.9999999989394	-2736.4400807101592	11364.143465762958	8627.703385052799	295.26729264867527	32.85131446511069	0.7987229427471381	318
191.99999999891574	-2506.3102494816903	11211.315558612347	8705.005309130656	291.2964625969891	33.11221807447441	0.7924295045312009	318
192.9999999988921	-2761.824115079245	11332.251883093268	8570.427768014022	294.4386739937339	33.18461328396034	0.7907007485112809	318
193.99999999886845	-2985.898744292877	11285.905894301832	8300.007150008954	293.23449572224337	32.82743272168222	0.7993040084841647	318
194.9999999988448	-2438.6124608007276	11407.498854905367	8968.88639410464	296.3937680766189	33.02454669654302	0.7945331938630824	318
195.99999999882115	-2692.647262606894	11423.207525021397	8730.560262414503	296.80191643467555	33.23353073080991	0.7895368919787771	318
196.9999999987975	-2891.1627193043405	11617.019564390182	8725.856845085842	301.8376110578161	33.38214182781373	0.7860220203373119	318
197.99999999877386	-2779.4792766564046	11634.275597880594	8854.79632122419	302.285963571661	33.4278458015641	0.7849473375713939	318
198.9999999987502	-2464.653720673164	11603.656578402035	9139.00285772887	301.49040911458917	34.33655725190631	0.7641738328681186	318
199.99999999872657	-2608.4993699659153	11515.566836262587	8907.067466296672	299.20162952024526	33.815478517282486	0.775949349623265	318
200.99999999870292	-2904.3419204560864	11323.70302769891	8419.361107242823	294.2165545357086	33.47889644559369	0.7837504024460842	318
201.99999999867927	-2641.6237502397853	11540.696389299352	8899.072639059566	299.8545546714448	33.25901455101746	0.7889319306931217	318
202.99999999865562	-2537.604659585325	11616.255164233036	9078.65050464771	301.8177501359982	33.86897744600538	0.7747236716702104	318
203.99999999863198	-2625.4815964726627	11795.373263207264	9169.891666734602	306.4716614763323	33.83227368503758	0.7755641493964727	318
204.99999999860833	-2850.5793453089354	11042.675030041486	8192.09568473255	286.91478328679955	33.315729170236146	0.7875889021851731	318
205.99999999858468	-3051.679988250782	11367.214407635853	8315.53441938507	295.3470829729899	33.25425611091599	0.7890448210649231	319
206.99999999856104	-2598.935050306128	11239.473182201385	8640.538131895257	292.02806417431907	33.837986549535074	0.7754332109646563	318
207.9999999985374	-2554.305519305771	11581.965999816544	9027.660480510773	300.9268366434904	33.46664628922474	0.784037287032643	318
208.99999999851374	-2615.630062906837	11462.670548290014	8847.040485383177	297.8272590023193	32.89988058900043	0.7975438844436862	319
209.9999999984901	-2639.1637280111563	11707.192150013521	9068.028422002364	304.18050784615286	33.10420078479763	0.792621417845392	319
210.99999999846645	-2700.0269737495782	11295.715096242784	8595.688122493206	293.48936196085384	33.42216515634747	0.7850807522474815	319
211.9999999984428	-2796.6278717451128	11269.798488891684	8473.17061714657	292.8159872793169	33.596229783255524	0.7810131890383275	319
212.99999999841916	-3036.572780015773	11352.856775009306	8316.283994993533	294.974037760453	32.7041940540438	0.8023160124149407	319
213.9999999983955	-2892.057224363476	11679.691530162469	8787.634305798993	303.46597677796944	33.43470598926535	0.7847862807918585	319
214.99999999837186	-2973.1878862818203	11402.66379412869	8429.47590784687	296.2681417758227	33.343118717379795	0.7869419410070944	319
215.99999999834822	-2736.3450491699573	11369.978375896811	8633.633326726855	295.41889739770556	33.381196483192866	0.7860442802251257	319
216.99999999832457	-2883.614387129401	11390.165643640794	8506.551256511393	295.943410301885	33.18114840480888	0.7907833159530444	319
217.99999999830092	-2808.6875201658913	11367.230210227892	8558.542690062	295.34749356166134	33.03704182483807	0.7942326889254844	319
218.99999999827727	-2865.512673648428	11435.214618137106	8569.70194448868	297.1138890780637	33.31005747773647	0.7877230046877681	319
219.99999999825363	-2932.2507640858234	11430.260125218541	8498.009361132717	296.98515964808786	33.054387429896366	0.7938159077470189	319
220.99999999822998	-2844.479202325904	11590.40458772739	8745.925385401486	301.14609109181015	32.853276310207754	0.7986752467221102	319
221.99999999820633	-2549.0412485133957	11696.015486631542	9146.974238118146	303.8901117289633	32.89350318070279	0.7976985126375409	319
222.9999999981827	-2696.7757624821147	11760.067662920803	9063.291900438688	305.55433857880587	33.632680253996725	0.7801667415301141	319
223.99999999815904	-2415.0034051814882	11515.065953543643	9100.062548362155	299.1886154039766	33.96541279787046	0.7725240590725269	319
224.9999999981354	-2654.440690706383	11545.120221445337	8890.679530738955	299.96949628097417	33.20351566090117	0.7902506117321398	319
225.99999999811175	-2760.288183759015	11449.8970883172	8689.608904558187	297.4953743376024	32.57934973886537	0.8053904934567505	319
